瘤痢,瘤痢疙,老矫,扁柯(∑C),碍荐樊(mm),浅加(m/s),浅氢(16规困),嚼档(%),捞浇痢柯档(∑C),泅瘤扁拘(hPa),秦搁扁拘(hPa),老炼(hr),老荤(MJ/m2),矫沥(10m),瘤搁惑怕(瘤搁惑怕内靛),泅惑锅龋(惫郴侥),瘤搁柯档(∑C)
131,没林,2021-01-01 01:00,-7.2,,.4,0,85,-9.2,1020.6,1028.3,,,806,,1905,-.9
131,没林,2021-01-01 02:00,-7.8,,.9,160,84,-10,1020.6,1028.3,,,962,,1905,-1
131,没林,2021-01-01 03:00,-8.2,0,.3,0,84,-10.4,1021.1,1028.8,,,880,,1905,-1.2
131,没林,2021-01-01 04:00,-8.9,,0,0,84,-11.1,1021,1028.8,,,827,,1905,-1.3
131,没林,2021-01-01 05:00,-9.1,,.8,270,83,-11.4,1020.6,1028.4,,,903,,1905,-1.3
131,没林,2021-01-01 06:00,-9.4,0,.2,0,85,-11.4,1020.5,1028.3,,,880,,19,-1.3
131,没林,2021-01-01 07:00,-9.9,,.7,180,85,-11.9,1020.3,1028.1,,,794,,19,-1.4
131,没林,2021-01-01 08:00,-9.9,,.5,180,85,-11.9,1020.7,1028.5,0,0,580,,19,-1.4
131,没林,2021-01-01 09:00,-8.9,,.2,0,83,-11.2,1021,1028.8,.5,.27,528,,19,-.9
131,没林,2021-01-01 10:00,-7.2,,.4,0,79,-10.2,1021,1028.7,.9,.85,528,,1905,-.5
131,没林,2021-01-01 11:00,-5.2,,.6,200,79,-8.2,1020.7,1028.3,.3,.75,596,,1905,-.3
131,没林,2021-01-01 12:00,-4.1,0,.4,0,74,-8,1019.7,1027.3,.2,.96,715,,1905,-.2
131,没林,2021-01-01 13:00,-3.5,,1,290,73,-7.6,1019,1026.6,.1,.87,705,,1905,0
131,没林,2021-01-01 14:00,-3.5,,.6,160,77,-6.9,1018.7,1026.3,0,.68,761,,1905,0
131,没林,2021-01-01 15:00,-2.5,.2,.4,0,78,-5.8,1018.1,1025.6,.3,.67,1023,,1905,0
131,没林,2021-01-01 16:00,-2.1,,.2,0,76,-5.7,1018.1,1025.6,0,.33,1164,,,0
131,没林,2021-01-01 17:00,-2.3,,.3,0,82,-4.9,1018.1,1025.6,0,.08,607,,1905,0
131,没林,2021-01-01 18:00,-2.5,.2,.2,0,85,-4.6,1018,1025.5,0,0,295,,1905,-.2
131,没林,2021-01-01 19:00,-2.5,,.4,0,88,-4.2,1018.3,1025.8,,,883,,1905,-.2
131,没林,2021-01-01 20:00,-2.5,,.1,0,89,-4,1018.5,1026,,,429,,1905,-.3
131,没林,2021-01-01 21:00,-2.5,.2,.7,270,89,-4,1018.4,1025.9,,,412,,19,-.4
131,没林,2021-01-01 22:00,-2.6,,1.2,270,88,-4.3,1018.8,1026.4,,,987,,19,-.4
131,没林,2021-01-01 23:00,-2.8,,0,0,89,-4.3,1018.7,1026.3,,,355,,19,-.5
131,没林,2021-01-02 00:00,-3.6,,.2,0,90,-5,1018.6,1026.2,,,251,,19,-.9
131,没林,2021-01-02 01:00,-4.6,,1,270,91,-5.8,1018.5,1026.1,,,247,,19,-1
131,没林,2021-01-02 02:00,-5.1,,.6,230,91,-6.3,1019.2,1026.8,,,35,,1916,-.7
131,没林,2021-01-02 03:00,-5.4,0,.6,180,91,-6.6,1019.3,1026.9,,,80,,1611,-.9
131,没林,2021-01-02 04:00,-5.7,,.4,0,91,-6.9,1019.5,1027.1,,,73,,1611,-1
131,没林,2021-01-02 05:00,-6.6,,.1,0,90,-7.9,1019.8,1027.5,,,110,,191611,-1.3
131,没林,2021-01-02 06:00,-7,0,.5,270,90,-8.3,1020.2,1027.9,,,119,,1911,-1.3
131,没林,2021-01-02 07:00,-7.5,,.3,0,90,-8.8,1020.8,1028.5,,,197,,1911,-1.5
131,没林,2021-01-02 08:00,-8.2,,.4,0,88,-9.8,1021.4,1029.1,0,0,441,,19,-1.8
131,没林,2021-01-02 09:00,-7.5,,.1,0,90,-8.8,1022.1,1029.8,.8,.23,568,,19,-1.7
131,没林,2021-01-02 10:00,-5.5,,.7,250,81,-8.2,1023,1030.7,1,.78,1019,,19,-.7
131,没林,2021-01-02 11:00,-3.3,,1.2,270,49,-12.5,1023.1,1030.7,1,1.16,2355,,,-.3
131,没林,2021-01-02 12:00,-2.6,,1.9,270,40,-14.3,1023,1030.6,1,1.57,3033,,,0
131,没林,2021-01-02 13:00,-1.6,,2.2,290,35,-15.1,1022.4,1029.9,1,2.12,2841,,,.1
131,没林,2021-01-02 14:00,-.9,,2.2,290,35,-14.4,1022.3,1029.8,1,2.37,2821,,,.2
131,没林,2021-01-02 15:00,-.7,,1.9,290,38,-13.2,1022,1029.5,1,1.69,2761,,,1
131,没林,2021-01-02 16:00,-.8,,2.6,290,40,-12.7,1022.2,1029.7,1,.97,2461,,,.6
131,没林,2021-01-02 17:00,-1.8,,3.1,290,40,-13.6,1023,1030.6,.7,.33,2442,,,0
131,没林,2021-01-02 18:00,-2.6,,2,290,41,-14,1023.9,1031.5,0,.01,2382,,,-.9
131,没林,2021-01-02 19:00,-3.3,,1,270,48,-12.7,1024.3,1031.9,,,2163,,,-1.7
131,没林,2021-01-02 20:00,-3.5,,.7,270,53,-11.7,1024.8,1032.4,,,2291,,,-2.3
131,没林,2021-01-02 21:00,-3.8,,.4,0,58,-10.8,1024.5,1032.1,,,2208,,,-2.5
131,没林,2021-01-02 22:00,-4.1,,.2,0,61,-10.5,1024.4,1032,,,2054,,,-2.8
131,没林,2021-01-02 23:00,-5,,.7,180,66,-10.3,1024,1031.7,,,1415,,,-3.1
131,没林,2021-01-03 00:00,-5.6,,1.1,270,68,-10.5,1025.6,1033.3,,,1715,,,-3.5
131,没林,2021-01-03 01:00,-6,,.4,0,68,-10.9,1025.1,1032.8,,,1613,,,-3.6
131,没林,2021-01-03 02:00,-6.1,,1.1,270,62,-12.2,1026.4,1034.1,,,1728,,,-4
131,没林,2021-01-03 03:00,-6,,1.7,270,52,-14.2,1027.1,1034.8,,,2000,,,-4.4
131,没林,2021-01-03 04:00,-6.1,,2,270,47,-15.6,1027.4,1035.1,,,2142,,,-4.5
131,没林,2021-01-03 05:00,-6.5,,.7,290,49,-15.4,1027.3,1035,,,2159,,,-4.4
131,没林,2021-01-03 06:00,-6.6,,.4,0,49,-15.5,1028.3,1036,,,2368,,,-4.5
131,没林,2021-01-03 07:00,-8,,1.3,160,59,-14.6,1028.4,1036.2,,,1782,,,-4.8
131,没林,2021-01-03 08:00,-8,,.5,180,61,-14.2,1028.5,1036.3,0,0,1846,,,-4.9
131,没林,2021-01-03 09:00,-7.3,,1.1,180,55,-14.8,1028.8,1036.6,.9,.25,1745,,,-3.7
131,没林,2021-01-03 10:00,-5,,.3,0,50,-13.8,1028.6,1036.3,1,.87,1860,,,-1
131,没林,2021-01-03 11:00,-3.1,,1,320,37,-15.7,1028.2,1035.8,1,1.33,1979,,,0
131,没林,2021-01-03 12:00,-2.6,,1.6,270,39,-14.6,1027.6,1035.2,1,1.68,2021,,,.9
131,没林,2021-01-03 13:00,-2,,1.2,250,41,-13.5,1027.2,1034.8,.3,1.21,2057,,,1.1
131,没林,2021-01-03 14:00,-1.7,,1.3,270,41,-13.2,1026.7,1034.3,.4,.94,2184,,,.9
131,没林,2021-01-03 15:00,-1.1,,.6,250,43,-12.1,1026.4,1034,.9,.83,2079,,,.9
131,没林,2021-01-03 16:00,-.9,,1.3,270,45,-11.3,1026.1,1033.7,.3,.54,2106,,,0
131,没林,2021-01-03 17:00,-1.2,,1.7,270,47,-11,1025.9,1033.5,0,.13,1944,,,0
131,没林,2021-01-03 18:00,-1.5,,1,270,50,-10.5,1026.4,1034,0,.02,1875,,,-.5
131,没林,2021-01-03 19:00,-1.8,,.9,290,51,-10.6,1026.5,1034.1,,,1748,,,-.9
131,没林,2021-01-03 20:00,-2,,1.5,290,53,-10.3,1026.7,1034.3,,,1712,,,-1.7
131,没林,2021-01-03 21:00,-2.8,,1,270,56,-10.3,1027,1034.6,,,1671,,,-2.3
131,没林,2021-01-03 22:00,-3.5,,.7,250,59,-10.3,1026.8,1034.4,,,1676,,,-3
131,没林,2021-01-03 23:00,-4.2,,1,70,61,-10.6,1026.8,1034.5,,,1437,,,-3.5
131,没林,2021-01-04 00:00,-4.5,,.1,0,62,-10.6,1027.1,1034.8,,,1565,,,-3.8
131,没林,2021-01-04 01:00,-5.7,,.1,0,68,-10.6,1027.4,1035.1,,,1273,,,-4.1
131,没林,2021-01-04 02:00,-6.1,,.3,0,71,-10.5,1027.5,1035.2,,,1188,,,-4.4
131,没林,2021-01-04 03:00,-6.4,,.3,0,73,-10.4,1027.4,1035.1,,,1099,,,-4.6
131,没林,2021-01-04 04:00,-7.4,,.3,0,76,-10.9,1027.1,1034.9,,,851,,19,-4.9
131,没林,2021-01-04 05:00,-7.7,,.3,0,77,-11,1026.9,1034.7,,,776,,19,-5
131,没林,2021-01-04 06:00,-7.7,,.2,0,78,-10.8,1026.9,1034.7,,,943,,19,-5
131,没林,2021-01-04 07:00,-7.7,,1.2,160,75,-11.3,1026.3,1034.1,,,1100,,19,-5.1
131,没林,2021-01-04 08:00,-8.7,,1.2,320,79,-11.6,1026.4,1034.2,0,0,622,,19,-5.2
131,没林,2021-01-04 09:00,-7.4,,1,70,75,-11,1027,1034.8,.4,.2,786,,19,-3.5
131,没林,2021-01-04 10:00,-5.2,,.8,340,66,-10.5,1026.9,1034.6,1,.81,863,,4019,-.9
131,没林,2021-01-04 11:00,-3.3,,.6,250,57,-10.6,1027.1,1034.7,1,1.26,1235,,40,0
131,没林,2021-01-04 12:00,-1.5,,2.1,70,46,-11.6,1025.6,1033.2,.6,1.33,1709,,,1.8
131,没林,2021-01-04 13:00,-.4,,1.1,360,42,-11.7,1024.6,1032.1,.7,1.57,1967,,,3.5
131,没林,2021-01-04 14:00,.6,,.7,230,40,-11.4,1023.8,1031.3,.6,1.17,2133,,,3.5
131,没林,2021-01-04 15:00,1.5,,1,160,38,-11.3,1023.1,1030.6,.9,1.14,1964,,,3.2
131,没林,2021-01-04 16:00,1.4,,1.1,290,41,-10.4,1022.5,1030,1,.71,1913,,,.7
131,没林,2021-01-04 17:00,.8,,.5,270,46,-9.5,1022.2,1029.7,.3,.25,1775,,,-.3
131,没林,2021-01-04 18:00,.5,,.2,0,49,-9,1021.5,1029,0,.02,1902,,,-.1
131,没林,2021-01-04 19:00,.1,,1.5,70,47,-9.9,1021.6,1029.1,,,1523,,,-.5
131,没林,2021-01-04 20:00,.1,,.7,50,46,-10.1,1021.7,1029.2,,,1397,,,-.5
131,没林,2021-01-04 21:00,-.6,,.4,0,57,-8,1021.5,1029,,,1306,,,-.9
131,没林,2021-01-04 22:00,-.7,,.6,180,56,-8.4,1021.5,1029,,,1457,,,-.8
131,没林,2021-01-04 23:00,-.9,,.4,0,56,-8.5,1021.5,1029,,,1457,,,-.8
131,没林,2021-01-05 00:00,-.5,0,.7,180,61,-7.1,1021,1028.5,,,1150,,5,-.7
131,没林,2021-01-05 01:00,-1.5,,3,290,66,-7,1021.7,1029.2,,,1100,,05,-.9
131,没林,2021-01-05 02:00,-1.2,,.8,180,73,-5.4,1021.1,1028.6,,,867,,519,-.7
131,没林,2021-01-05 03:00,-.9,.1,.5,20,73,-5.1,1021.3,1028.8,,,841,,19,-.9
131,没林,2021-01-05 04:00,-1,,.2,0,74,-5,1021.1,1028.6,,,826,,19,-.9
131,没林,2021-01-05 05:00,-1.5,,1,340,71,-6,1021.1,1028.6,,,1100,,19,-1.3
131,没林,2021-01-05 06:00,-2,,1.1,270,73,-6.2,1021.5,1029.1,,,1355,,,-2.5
131,没林,2021-01-05 07:00,-2.7,,1.3,290,74,-6.6,1022.9,1030.5,,,767,,19,-3
131,没林,2021-01-05 08:00,-2.7,,1.7,290,75,-6.5,1023.7,1031.3,0,0,797,,19,-3
131,没林,2021-01-05 09:00,-2.5,,3.1,290,64,-8.3,1024.6,1032.2,.5,.21,1028,,19,-2.3
131,没林,2021-01-05 10:00,-1.9,,1.8,290,54,-9.9,1025.1,1032.7,1,.74,1593,,,-.3
131,没林,2021-01-05 11:00,-1.5,,2.1,290,36,-14.6,1025.2,1032.8,1,1.35,2377,,,.1
131,没林,2021-01-05 12:00,-1.9,,3.3,290,33,-16,1024.7,1032.3,1,1.68,2503,,,1.6
131,没林,2021-01-05 13:00,-1.8,,2.5,290,33,-15.9,1024.2,1031.8,1,1.65,2880,,,3.8
131,没林,2021-01-05 14:00,-1.5,,2.6,290,33,-15.7,1023,1030.5,1,1.75,3532,,,4
131,没林,2021-01-05 15:00,-2.1,,3.1,290,33,-16.2,1022.6,1030.2,1,1.55,3976,,,2.2
131,没林,2021-01-05 16:00,-2.6,,2.6,290,42,-13.7,1022.3,1029.9,1,.96,3720,,,.1
131,没林,2021-01-05 17:00,-3.5,,3,290,45,-13.7,1021.6,1029.2,.5,.3,3602,,,-.9
131,没林,2021-01-05 18:00,-4,,1.9,290,48,-13.4,1022.2,1029.8,0,.02,3842,,,-2
131,没林,2021-01-05 19:00,-4.6,,1.8,270,45,-14.7,1023,1030.6,,,3848,,,-3
131,没林,2021-01-05 20:00,-5.4,,1.1,340,44,-15.7,1022.8,1030.5,,,5152,,,-3.8
131,没林,2021-01-05 21:00,-6,,.5,180,45,-16,1023,1030.7,,,5700,,,-4.5
131,没林,2021-01-05 22:00,-6.4,,.4,0,47,-15.8,1022.7,1030.4,,,5100,,,-5.1
131,没林,2021-01-05 23:00,-6.6,,1,270,48,-15.8,1022.5,1030.2,,,4755,,,-5.5
131,没林,2021-01-06 00:00,-7.5,,1.3,250,54,-15.2,1022.6,1030.3,,,4231,,,-6
131,没林,2021-01-06 01:00,-7.1,,1.4,270,56,-14.4,1022.6,1030.3,,,4037,,,-6.2
131,没林,2021-01-06 02:00,-7.4,,1.8,270,53,-15.3,1022.8,1030.5,,,3666,,,-6.4
131,没林,2021-01-06 03:00,-8,,1,290,54,-15.6,1022.5,1030.2,,,3166,,,-6.5
131,没林,2021-01-06 04:00,-8.4,,.2,0,56,-15.6,1021.9,1029.6,,,3201,,,-6.6
131,没林,2021-01-06 05:00,-8.9,,.4,0,59,-15.4,1021,1028.8,,,2918,,,-6.9
131,没林,2021-01-06 06:00,-9.2,,.6,250,66,-14.3,1021.1,1028.9,,,2485,,,-7
131,没林,2021-01-06 07:00,-9.8,,.2,0,67,-14.7,1021,1028.8,,,2330,,,-7.1
131,没林,2021-01-06 08:00,-10.4,,.4,0,74,-14.1,1021,1028.8,0,0,1503,,,-7
131,没林,2021-01-06 09:00,-8.9,,.7,200,66,-14.1,1021.3,1029.1,.9,.28,1165,,,-4.5
131,没林,2021-01-06 10:00,-7.4,,1,250,58,-14.2,1021.8,1029.5,1,.89,2384,,,-.9
131,没林,2021-01-06 11:00,-5.6,,1.3,20,48,-14.8,1020.2,1027.8,1,1.43,2631,,,.1
131,没林,2021-01-06 12:00,-5,,.7,110,49,-14,1019.6,1027.2,1,1.78,2320,,,3
131,没林,2021-01-06 13:00,-3.7,,1.5,290,43,-14.4,1017.8,1025.4,1,1.87,3133,,,4.4
131,没林,2021-01-06 14:00,-2.6,,1.7,340,39,-14.6,1015.8,1023.3,1,1.82,3443,,,5.2
131,没林,2021-01-06 15:00,-2.6,,2.2,270,36,-15.6,1015.6,1023.1,1,1.6,3466,,,3.3
131,没林,2021-01-06 16:00,-2.8,,1.9,250,35,-16.1,1015.4,1022.9,1,.98,3266,,,.2
131,没林,2021-01-06 17:00,-3.3,,1.3,200,37,-15.9,1015,1022.5,.8,.35,3427,,,-.5
131,没林,2021-01-06 18:00,-3.5,,1.4,180,42,-14.5,1014.3,1021.8,0,.01,2565,,,-1.8
131,没林,2021-01-06 19:00,-4,,1.2,180,45,-14.2,1013.7,1021.3,,,2613,,,-2.5
131,没林,2021-01-06 20:00,-3.8,,2,200,53,-12,1013.2,1020.7,,,2704,,,-2.6
131,没林,2021-01-06 21:00,-3.8,0,2,200,58,-10.8,1012.1,1019.6,,,1153,,05,-2.1
131,没林,2021-01-06 22:00,-4.7,,1.1,230,85,-6.8,1011.3,1018.9,,,786,,1905,-1.3
131,没林,2021-01-06 23:00,-4.4,,1.1,250,86,-6.3,1010.9,1018.4,,,765,,1905,-1.3
131,没林,2021-01-07 00:00,-4,1.6,3.1,250,83,-6.4,1011.3,1018.8,,,900,,1905,-1.6
131,没林,2021-01-07 01:00,-7.6,,5,290,74,-11.4,1013.5,1021.2,,,900,,1905,-1.8
131,没林,2021-01-07 02:00,-8.7,,3.5,290,67,-13.7,1014.8,1022.5,,,1622,,1905,-1.3
131,没林,2021-01-07 03:00,-9.4,.4,3.2,290,74,-13.1,1015.6,1023.3,,,129,,1905,-1.3
131,没林,2021-01-07 04:00,-10.7,,3.6,290,72,-14.7,1016.1,1023.9,,,134,,1905,-1.3
131,没林,2021-01-07 05:00,-11.7,,3.9,290,61,-17.7,1017,1024.8,,,1151,,1905,-4.4
131,没林,2021-01-07 06:00,-12,0,3.6,290,59,-18.4,1018,1025.8,,,1954,,,-6.2
131,没林,2021-01-07 07:00,-12.9,,2.7,290,63,-18.4,1018.9,1026.8,,,1380,,,-6.7
131,没林,2021-01-07 08:00,-13.5,,2.4,290,70,-17.8,1019.6,1027.5,0,0,168,,1905,-5.1
131,没林,2021-01-07 09:00,-13,0,3,290,63,-18.5,1020.8,1028.7,0,.07,1182,,1905,-4
131,没林,2021-01-07 10:00,-12.7,,3.4,290,62,-18.4,1021.2,1029.1,.7,.3,1236,,,-3.3
131,没林,2021-01-07 11:00,-11.9,,2.7,290,54,-19.3,1021.1,1028.9,.9,.5,2810,,,-2.7
131,没林,2021-01-07 12:00,-10.9,,2.5,270,51,-19,1020.5,1028.3,1,.72,3140,,,-2
131,没林,2021-01-07 13:00,-10.7,,3.7,290,47,-19.8,1019.7,1027.5,.9,.8,3651,,,-1.8
131,没林,2021-01-07 14:00,-10.2,,3.9,290,45,-19.8,1019.7,1027.5,1,1.66,4089,,,-1.8
131,没林,2021-01-07 15:00,-10.5,,3.5,270,40,-21.5,1019.8,1027.6,.9,1.71,4378,,,-2.1
131,没林,2021-01-07 16:00,-10.9,,4,290,38,-22.4,1020,1027.8,1,1.1,4564,,,-2.3
131,没林,2021-01-07 17:00,-11.4,,2.3,290,37,-23.2,1020.1,1027.9,.8,.44,4928,,,-2.8
131,没林,2021-01-07 18:00,-12,,2,290,40,-22.8,1020.2,1028,0,0,4677,,,-3.3
131,没林,2021-01-07 19:00,-12.7,,1.8,290,39,-23.8,1020,1027.9,,,4285,,,-3.6
131,没林,2021-01-07 20:00,-12.8,,1.4,320,35,-25.1,1020.2,1028.1,,,4338,,,-4
131,没林,2021-01-07 21:00,-13,,2.3,290,35,-25.2,1019.9,1027.8,,,4717,,,-4
131,没林,2021-01-07 22:00,-13.2,,1.5,290,36,-25.1,1019.9,1027.8,,,4285,,,-4.1
131,没林,2021-01-07 23:00,-13.7,,1.1,200,38,-25,1019.4,1027.3,,,4406,,,-4.2
131,没林,2021-01-08 00:00,-14,,1.5,290,46,-23.1,1019.2,1027.1,,,3744,,,-4.4
131,没林,2021-01-08 01:00,-14.5,,.4,0,50,-22.6,1018.8,1026.7,,,3583,,,-4.5
131,没林,2021-01-08 02:00,-15.2,,1.1,270,50,-23.3,1018.8,1026.7,,,3299,,,-4.6
131,没林,2021-01-08 03:00,-15.2,,.9,270,50,-23.3,1019.5,1027.4,,,3299,,,-4.6
131,没林,2021-01-08 04:00,-15.4,,.9,270,51,-23.2,1019.9,1027.8,,,3000,,,-4.7
131,没林,2021-01-08 05:00,-15.7,,1.2,270,51,-23.5,1019.9,1027.8,,,2953,,,-5
131,没林,2021-01-08 06:00,-16.1,,2.2,290,46,-25,1020,1028,,,2979,,,-5
131,没林,2021-01-08 07:00,-16.3,,1.3,270,45,-25.5,1020.2,1028.2,,,2993,,,-5.1
131,没林,2021-01-08 08:00,-16.3,,1.5,290,38,-27.3,1020.1,1028.1,0,0,3624,,,-5.1
131,没林,2021-01-08 09:00,-15.7,,1.3,270,45,-24.9,1020.3,1028.3,.9,.27,2633,,,-4.9
131,没林,2021-01-08 10:00,-14.7,,1.7,20,39,-25.6,1020.3,1028.2,1,.89,3298,,,-4
131,没林,2021-01-08 11:00,-14.2,,1.6,320,39,-25.1,1019.6,1027.5,1,1.48,2953,,,-3.5
131,没林,2021-01-08 12:00,-12.8,,1.6,250,38,-24.1,1018.5,1026.4,1,1.8,3337,,,-2.8
131,没林,2021-01-08 13:00,-11.8,,2.2,270,37,-23.5,1017.3,1025.1,1,1.96,3950,,,-2.5
131,没林,2021-01-08 14:00,-10.3,,2.2,270,37,-22.2,1016.6,1024.4,1,1.9,3790,,,-2.3
131,没林,2021-01-08 15:00,-9.7,,2.1,270,39,-21,1016.5,1024.2,1,1.67,4025,,,-2.3
131,没林,2021-01-08 16:00,-10,,1.7,290,37,-21.9,1016.4,1024.2,1,1.09,4121,,,-2.6
131,没林,2021-01-08 17:00,-10.7,,1.9,270,41,-21.4,1016.3,1024.1,.7,.38,3801,,,-3.3
131,没林,2021-01-08 18:00,-11.2,,1.2,290,42,-21.6,1016.9,1024.7,0,0,4019,,,-4
131,没林,2021-01-08 19:00,-11.9,,.9,230,46,-21.2,1017.3,1025.1,,,3752,,,-4.2
131,没林,2021-01-08 20:00,-12.2,,.8,250,50,-20.5,1017.5,1025.3,,,3802,,,-4.5
131,没林,2021-01-08 21:00,-12.2,,1.3,270,57,-18.9,1017.7,1025.5,,,3910,,,-4.6
131,没林,2021-01-08 22:00,-12.2,,1.1,290,63,-17.8,1018,1025.8,,,1905,,,-4.5
131,没林,2021-01-08 23:00,-12.2,,1,270,61,-18.1,1018.2,1026,,,3169,,,-4.5
131,没林,2021-01-09 00:00,-12.7,,.8,290,63,-18.2,1018,1025.8,,,3203,,,-4.9
131,没林,2021-01-09 01:00,-13,,1.4,290,64,-18.3,1018.1,1026,,,2972,,,-5
131,没林,2021-01-09 02:00,-13.9,,.8,270,56,-20.8,1018.2,1026.1,,,2922,,,-5.1
131,没林,2021-01-09 03:00,-14.2,,.9,270,49,-22.6,1018.1,1026,,,3714,,,-5.4
131,没林,2021-01-09 04:00,-14.7,,.9,250,51,-22.6,1017.8,1025.7,,,3315,,,-5.5
131,没林,2021-01-09 05:00,-15.1,,1,250,64,-20.3,1017.9,1025.8,,,1757,,,-5.6
131,没林,2021-01-09 06:00,-15.4,,1,270,64,-20.6,1017.9,1025.8,,,1695,,,-5.7
131,没林,2021-01-09 07:00,-15.5,,.8,270,67,-20.2,1018.3,1026.2,,,1467,,,-5.9
131,没林,2021-01-09 08:00,-15.9,,1.2,160,67,-20.6,1018.3,1026.2,0,0,1616,,,-6
131,没林,2021-01-09 09:00,-14.9,,1.6,140,59,-21.1,1018.8,1026.7,.9,.25,2231,,,-5.5
131,没林,2021-01-09 10:00,-13.1,,1.7,160,51,-21.1,1019.3,1027.2,1,.89,2263,,,-4.5
131,没林,2021-01-09 11:00,-11.4,,1.7,270,44,-21.2,1019.1,1026.9,1,1.44,2311,,,-3.6
131,没林,2021-01-09 12:00,-9.9,,1.4,180,39,-21.2,1017.8,1025.6,1,1.84,2901,,,-2.8
131,没林,2021-01-09 13:00,-9.1,,1.8,270,34,-22.1,1017.3,1025,1,1.86,3109,,,-2.3
131,没林,2021-01-09 14:00,-8.4,,1.6,270,39,-19.9,1016.9,1024.6,.6,1.14,3322,,,-2.4
131,没林,2021-01-09 15:00,-8,,2.5,270,42,-18.6,1017,1024.7,.7,.92,3117,,,-2.5
131,没林,2021-01-09 16:00,-8.2,,1.6,270,41,-19.1,1017,1024.7,1,.8,2993,,,-2.8
131,没林,2021-01-09 17:00,-8.7,,1.9,270,48,-17.7,1017.1,1024.8,.8,.39,3099,,,-3.3
131,没林,2021-01-09 18:00,-9.4,,1.5,270,54,-17,1017.7,1025.4,0,.02,2727,,,-4
131,没林,2021-01-09 19:00,-9.7,,1.8,270,58,-16.4,1018.2,1026,,,2480,,,-4.4
131,没林,2021-01-09 20:00,-9.9,,1.5,270,67,-14.8,1019.2,1027,,,2345,,,-4.5
131,没林,2021-01-09 21:00,-9.9,,1.2,270,68,-14.7,1019.5,1027.3,,,2241,,,-4.6
131,没林,2021-01-09 22:00,-10.2,,.3,0,71,-14.4,1019.8,1027.6,,,2014,,,-4.9
131,没林,2021-01-09 23:00,-10.5,,.5,230,72,-14.5,1020.4,1028.2,,,1695,,,-5
131,没林,2021-01-10 00:00,-10.7,,.9,180,74,-14.4,1020.4,1028.2,,,1599,,,-5.2
131,没林,2021-01-10 01:00,-10.9,,1.3,270,73,-14.7,1020.8,1028.6,,,1692,,,-5.4
131,没林,2021-01-10 02:00,-11.6,,1.3,180,75,-15.1,1020.7,1028.5,,,1446,,,-5.5
131,没林,2021-01-10 03:00,-11.9,,.9,180,75,-15.4,1021.2,1029,,,1326,,,-5.5
131,没林,2021-01-10 04:00,-12.2,,.4,0,76,-15.5,1020.9,1028.8,,,1310,,,-5.6
131,没林,2021-01-10 05:00,-13.1,,.8,160,76,-16.4,1021.1,1029,,,1233,,,-5.7
131,没林,2021-01-10 06:00,-13.2,,.4,0,77,-16.3,1021.1,1029,,,1351,,,-5.9
131,没林,2021-01-10 07:00,-13.7,,.1,0,77,-16.8,1021.5,1029.4,,,1467,,,-6
131,没林,2021-01-10 08:00,-13.7,,0,0,79,-16.5,1021.6,1029.5,0,0,1100,,,-6
131,没林,2021-01-10 09:00,-12.7,,.5,290,73,-16.5,1022.3,1030.2,.9,.46,1100,,,-5.5
131,没林,2021-01-10 10:00,-11.2,,.7,320,71,-15.4,1023.1,1030.9,1,1.32,1100,,,-3
131,没林,2021-01-10 11:00,-8.7,,.7,110,54,-16.3,1022.3,1030.1,1,2.03,1382,,,0
131,没林,2021-01-10 12:00,-6.9,,1.1,290,40,-18.2,1021.3,1029,1,2.22,2263,,,1.5
131,没林,2021-01-10 13:00,-5.5,,1.4,70,41,-16.7,1020.7,1028.3,1,1.97,2057,,,4.1
131,没林,2021-01-10 14:00,-4.5,,1.2,160,41,-15.7,1019.9,1027.5,1,1.85,2093,,,4.9
131,没林,2021-01-10 15:00,-3.5,,1,230,40,-15.1,1019.7,1027.3,1,1.57,1956,,,3.4
131,没林,2021-01-10 16:00,-3.5,,.7,200,38,-15.8,1019.6,1027.2,1,.88,2153,,,.2
131,没林,2021-01-10 17:00,-3.5,,.8,270,36,-16.4,1019.9,1027.5,.7,.34,2595,,,-.3
131,没林,2021-01-10 18:00,-4,,.6,270,39,-15.9,1020.3,1027.9,0,.03,2403,,,-1.7
131,没林,2021-01-10 19:00,-4.8,,0,0,44,-15.2,1020.9,1028.5,,,2241,,,-3.3
131,没林,2021-01-10 20:00,-5.5,,.1,0,48,-14.7,1021.3,1028.9,,,1689,,,-4.6
131,没林,2021-01-10 21:00,-6.5,,.8,340,53,-14.5,1021.7,1029.4,,,1515,,,-5.9
131,没林,2021-01-10 22:00,-6.5,,.9,340,53,-14.5,1021.9,1029.6,,,1315,,,-6
131,没林,2021-01-10 23:00,-6.5,,1.2,290,54,-14.2,1022.5,1030.2,,,1734,,,-6.4
131,没林,2021-01-11 00:00,-6.3,,.7,320,56,-13.6,1022.5,1030.2,,,1730,,,-6.9
131,没林,2021-01-11 01:00,-6.7,,.5,250,60,-13.1,1022.8,1030.5,,,1754,,,-6.9
131,没林,2021-01-11 02:00,-7.8,,.3,0,63,-13.6,1022.8,1030.5,,,1270,,,-7.5
131,没林,2021-01-11 03:00,-8.9,,.7,360,68,-13.7,1022.4,1030.2,,,1176,,,-8
131,没林,2021-01-11 04:00,-8.9,,.7,270,69,-13.5,1022.8,1030.6,,,1163,,,-8.4
