瘤痢,瘤痢疙,老矫,扁柯(∑C),碍荐樊(mm),浅加(m/s),浅氢(16规困),嚼档(%),捞浇痢柯档(∑C),泅瘤扁拘(hPa),秦搁扁拘(hPa),老炼(hr),老荤(MJ/m2),矫沥(10m),瘤搁惑怕(瘤搁惑怕内靛),泅惑锅龋(惫郴侥),瘤搁柯档(∑C)
131,没林,2022-01-02 14:00,4.4,,4,290,47,-5.9,1018.6,1025.9,1,1.61,522,,40,6.5
131,没林,2022-01-02 15:00,4.4,,2.5,290,45,-6.5,1018.4,1025.7,1,1.43,697,,40,5.8
131,没林,2022-01-02 16:00,4.1,,2.2,290,43,-7.3,1018.6,1025.9,1,.98,1100,,40,2.7
131,没林,2022-01-02 17:00,2.9,,1.9,290,40,-9.4,1018.8,1026.2,.7,.28,1892,,,-.4
131,没林,2022-01-02 18:00,1.1,,2.7,290,40,-11,1019.3,1026.8,0,0,2650,,,-1
131,没林,2022-01-02 19:00,.1,,2,290,61,-6.5,1019.8,1027.3,,,1619,,,-1.4
131,没林,2022-01-02 20:00,-1,,.7,320,65,-6.7,1020.1,1027.6,,,1533,,,-1.8
131,没林,2022-01-02 21:00,-1.2,,.5,230,65,-6.9,1020.5,1028,,,1593,,,-2.3
131,没林,2022-01-02 22:00,-1.4,,.9,320,60,-8.1,1020.7,1028.2,,,1997,,,-2.5
131,没林,2022-01-02 23:00,-1.7,,.9,270,58,-8.8,1020.2,1027.7,,,2158,,,-2.8
131,没林,2022-01-03 00:00,-2.5,,1,250,63,-8.5,1020.3,1027.9,,,1890,,,-3.3
131,没林,2022-01-03 01:00,-3.5,,1.1,180,68,-8.5,1020.1,1027.7,,,1591,,,-3.6
131,没林,2022-01-03 02:00,-4.2,,.6,180,72,-8.5,1020.2,1027.8,,,1355,,,-4
131,没林,2022-01-03 03:00,-5,,.6,140,74,-8.9,1020.4,1028,,,1235,,,-4.5
131,没林,2022-01-03 04:00,-5.5,,.9,140,74,-9.4,1020,1027.6,,,1298,,,-4.6
131,没林,2022-01-03 05:00,-6.5,,.1,0,77,-9.8,1020.1,1027.8,,,1212,,,-5.1
131,没林,2022-01-03 06:00,-6,,.1,0,77,-9.3,1020.5,1028.2,,,1191,,,-5.4
131,没林,2022-01-03 07:00,-6.7,,.9,160,76,-10.2,1020.5,1028.2,,,1144,,,-5.5
131,没林,2022-01-03 08:00,-6.9,,0,0,76,-10.4,1020.5,1028.2,0,0,1100,,,-5.5
131,没林,2022-01-03 09:00,-5.5,,.2,0,73,-9.5,1020.5,1028.1,.9,.38,1100,,,-2.4
131,没林,2022-01-03 10:00,-4.2,,.2,0,74,-8.1,1021.2,1028.8,1,1.17,1100,,,0
131,没林,2022-01-03 11:00,-2,,1,270,57,-9.3,1021,1028.5,1,1.54,1332,,,2.9
131,没林,2022-01-03 12:00,.6,,1.1,290,47,-9.4,1020,1027.5,1,1.67,2790,,,2.7
131,没林,2022-01-03 13:00,1.2,,1.2,320,46,-9.1,1019.3,1026.7,1,1.62,2238,,,6.5
131,没林,2022-01-03 14:00,1.7,,1.5,250,49,-7.8,1018.3,1025.7,1,1.42,3301,,,4.3
131,没林,2022-01-03 15:00,2.8,,2,230,45,-7.9,1017.7,1025.1,1,1.43,3231,,,6.1
131,没林,2022-01-03 16:00,2.4,,1.2,270,48,-7.5,1017.9,1025.3,1,.58,2717,,,1.6
131,没林,2022-01-03 17:00,2.2,,1.6,270,49,-7.4,1017.8,1025.2,.7,.21,2686,,,-.4
131,没林,2022-01-03 18:00,1.7,,.4,0,52,-7.1,1017.9,1025.3,0,0,2989,,,-.8
131,没林,2022-01-03 19:00,1.3,,.4,0,55,-6.7,1017.8,1025.2,,,2264,,,-1.2
131,没林,2022-01-03 20:00,.1,,.2,0,59,-6.9,1018,1025.5,,,1877,,,-1.5
131,没林,2022-01-03 21:00,-.7,,1.1,160,62,-7,1017.9,1025.4,,,1756,,,-1.8
131,没林,2022-01-03 22:00,-.9,,1.2,160,62,-7.2,1017.5,1025,,,1876,,,-1.3
131,没林,2022-01-03 23:00,-.3,,.9,180,62,-6.7,1017.6,1025.1,,,2063,,,-.8
131,没林,2022-01-04 00:00,.1,0,.8,160,61,-6.5,1017.6,1025.1,,,2142,,05,-1.2
131,没林,2022-01-04 01:00,-.2,,.9,160,64,-6.2,1017.5,1025,,,2000,,,-1.7
131,没林,2022-01-04 02:00,0,,.5,180,68,-5.2,1017.8,1025.3,,,1810,,,-1
131,没林,2022-01-04 03:00,.1,0,.5,270,69,-4.9,1018.4,1025.9,,,1333,,10,-.7
131,没林,2022-01-04 04:00,.2,,.8,270,74,-3.8,1018.6,1026.1,,,1236,,10,-.7
131,没林,2022-01-04 05:00,0,,.8,270,77,-3.5,1019,1026.5,,,1141,,,-1.5
131,没林,2022-01-04 06:00,-.5,0,1.1,270,76,-4.2,1020,1027.5,,,1017,,,-2.5
131,没林,2022-01-04 07:00,-1.3,,1.1,270,68,-6.4,1020.5,1028,,,1261,,,-3
131,没林,2022-01-04 08:00,-1.9,,1.6,290,64,-7.8,1020.8,1028.3,0,0,870,,40,-3.3
131,没林,2022-01-04 09:00,-.9,,.7,270,46,-11,1021.4,1028.9,.9,.2,1455,,40,-1
131,没林,2022-01-04 10:00,-.5,,2.2,290,43,-11.5,1021.6,1029.1,1,.9,1701,,,1
131,没林,2022-01-04 11:00,.6,,2.1,270,31,-14.6,1021.3,1028.8,1,1.43,2416,,,4.1
131,没林,2022-01-04 12:00,2,,1.5,270,29,-14.2,1020.5,1027.9,1,1.81,2526,,,2.6
131,没林,2022-01-04 13:00,2.1,,1.9,290,24,-16.4,1019.8,1027.2,1,1.94,2958,,,8.4
131,没林,2022-01-04 14:00,2.6,,2.2,290,22,-17,1019.5,1026.9,1,1.86,2672,,,8.6
131,没林,2022-01-04 15:00,3.1,,2,270,21,-17.1,1019.6,1027,1,1.66,2692,,,7.1
131,没林,2022-01-04 16:00,2.5,,2.5,290,17,-20.1,1019.9,1027.3,1,1.02,3627,,,2.4
131,没林,2022-01-04 17:00,1.3,,2.1,290,27,-15.6,1020.3,1027.8,.8,.28,2775,,,-.7
131,没林,2022-01-04 18:00,0,,2.3,290,31,-15.1,1020.8,1028.3,0,0,2890,,,-1.3
131,没林,2022-01-04 19:00,-1.1,,2.3,290,37,-13.9,1020.9,1028.4,,,2944,,,-1.8
131,没林,2022-01-04 20:00,-1.8,,.9,290,45,-12.1,1021.1,1028.6,,,2356,,,-2.1
131,没林,2022-01-04 21:00,-2,,.6,270,46,-12.1,1021.5,1029.1,,,2612,,,-2.5
131,没林,2022-01-04 22:00,-2.4,,1,270,45,-12.7,1021.4,1029,,,2998,,,-3
131,没林,2022-01-04 23:00,-2.8,,.8,270,45,-13.1,1021.4,1029,,,3279,,,-3.3
131,没林,2022-01-05 00:00,-3.5,,.5,200,52,-11.9,1021.8,1029.4,,,2191,,,-3.5
131,没林,2022-01-05 01:00,-4.1,,.3,0,56,-11.5,1021.6,1029.2,,,2185,,,-3.8
131,没林,2022-01-05 02:00,-5.5,,.2,0,58,-12.4,1021.6,1029.3,,,1365,,,-4.1
131,没林,2022-01-05 03:00,-5.9,,.1,0,60,-12.4,1021.7,1029.4,,,1100,,,-4.5
131,没林,2022-01-05 04:00,-6.5,,.3,0,62,-12.5,1021.3,1029,,,1354,,,-4.6
131,没林,2022-01-05 05:00,-6.5,,1,320,61,-12.7,1021.1,1028.8,,,1505,,,-4
131,没林,2022-01-05 06:00,-6.5,,1.2,50,58,-13.4,1021,1028.7,,,1363,,,-3.8
131,没林,2022-01-05 07:00,-6.4,,1.9,20,59,-13.1,1021.2,1028.9,,,1106,,,-3.6
131,没林,2022-01-05 08:00,-6.5,,1.3,70,61,-12.7,1021.4,1029.1,0,0,1139,,,-3.8
131,没林,2022-01-05 09:00,-6,,1.6,50,60,-12.5,1021.2,1028.9,.3,.09,1100,,,-2.6
131,没林,2022-01-05 10:00,-4.6,,1,50,57,-11.8,1021.6,1029.2,.3,.37,1100,,,-.9
131,没林,2022-01-05 11:00,-3.5,,1.4,50,53,-11.7,1021.3,1028.9,0,.56,1103,,,0
131,没林,2022-01-05 12:00,-2.1,,1.3,50,50,-11.1,1020.3,1027.8,0,.83,1651,,,1.2
131,没林,2022-01-05 13:00,-.5,,1.1,20,46,-10.7,1019.1,1026.6,0,.96,1024,,,2.5
131,没林,2022-01-05 14:00,.8,,2.1,50,43,-10.3,1018.2,1025.7,1,1.05,1150,,,3.7
131,没林,2022-01-05 15:00,1.8,,1,20,42,-9.7,1018.1,1025.5,.3,.71,1084,,,2.4
131,没林,2022-01-05 16:00,2.5,,1.6,50,41,-9.4,1018,1025.4,0,.39,1153,,,1.1
131,没林,2022-01-05 17:00,2.4,,1.5,50,41,-9.5,1018.5,1025.9,0,.04,1037,,,-.2
131,没林,2022-01-05 18:00,2,,1.6,70,42,-9.5,1018.5,1025.9,0,0,1073,,,-.2
131,没林,2022-01-05 19:00,1.8,,.7,360,43,-9.4,1019,1026.4,,,1078,,,-.1
131,没林,2022-01-05 20:00,1.5,,.3,0,43,-9.7,1019.3,1026.7,,,1008,,,-.4
131,没林,2022-01-05 21:00,1.1,,.4,0,45,-9.5,1019.2,1026.6,,,984,,40,-.6
131,没林,2022-01-05 22:00,.5,,.8,270,45,-10,1019.5,1027,,,1153,,40,-.9
131,没林,2022-01-05 23:00,-.5,,.5,270,48,-10.1,1019.5,1027,,,1158,,,-1.5
131,没林,2022-01-06 00:00,-.6,,.4,0,49,-10,1019.1,1026.6,,,1133,,,-1.8
131,没林,2022-01-06 01:00,-1,,.4,0,50,-10.1,1018.9,1026.4,,,1154,,,-1.9
131,没林,2022-01-06 02:00,-1.2,,.1,0,54,-9.3,1019.1,1026.6,,,1058,,,-2.4
131,没林,2022-01-06 03:00,-1.9,,.7,290,55,-9.7,1019.4,1026.9,,,1095,,,-3.1
131,没林,2022-01-06 04:00,-2.8,,.3,0,60,-9.4,1019.4,1027,,,1100,,,-3.5
131,没林,2022-01-06 05:00,-3.1,,.5,250,63,-9.1,1019.6,1027.2,,,938,,40,-4
131,没林,2022-01-06 06:00,-3.6,,.7,230,63,-9.6,1020.2,1027.8,,,800,,40,-4.2
131,没林,2022-01-06 07:00,-4.2,,.8,160,66,-9.6,1021.1,1028.7,,,500,,40,-4.5
131,没林,2022-01-06 08:00,-4.2,,.7,180,67,-9.4,1021.3,1028.9,0,0,621,,40,-4.5
131,没林,2022-01-06 09:00,-2.8,,1,160,62,-9,1022.1,1029.7,.8,.17,683,,40,-1.8
131,没林,2022-01-06 10:00,-1.2,,.7,200,46,-11.3,1022.6,1030.1,1,.83,1058,,40,.5
131,没林,2022-01-06 11:00,.6,,1.9,290,34,-13.4,1022.5,1030,,,1498,,,4.1
131,没林,2022-01-06 12:00,2,,1.5,290,29,-14.2,1021.6,1029,,,1599,,,3.3
131,没林,2022-01-06 13:00,3.7,,2.4,290,24,-15,1020.6,1028,,,1331,,,8.1
131,没林,2022-01-06 14:00,4.1,,2.3,290,21,-16.3,1020.1,1027.5,1,1.59,1509,,,8.1
131,没林,2022-01-06 15:00,4.4,,1.9,290,22,-15.5,1019.9,1027.2,1,1.39,1668,,,7
131,没林,2022-01-06 16:00,4.3,,2,270,25,-14,1020.2,1027.6,1,.8,1781,,,3.1
131,没林,2022-01-06 17:00,3,,1.7,290,28,-13.7,1020.7,1028.1,.8,.11,1719,,,-.4
131,没林,2022-01-06 18:00,1.7,,2.2,290,38,-11.1,1021.3,1028.7,0,0,1072,,,-.5
131,没林,2022-01-06 19:00,.6,,2,290,43,-10.5,1022,1029.5,,,1195,,,-1.3
131,没林,2022-01-06 20:00,-.2,,.5,270,48,-9.9,1022.5,1030,,,1119,,,-1.8
131,没林,2022-01-06 21:00,-.5,,.4,0,50,-9.6,1022.9,1030.4,,,1138,,,-2.3
131,没林,2022-01-06 22:00,-1.2,,.5,250,52,-9.8,1023.1,1030.6,,,1116,,,-2.5
131,没林,2022-01-06 23:00,-1.9,,1,160,56,-9.5,1023.2,1030.8,,,1048,,,-2.8
131,没林,2022-01-07 00:00,-2.4,,.7,160,59,-9.3,1023,1030.6,,,1100,,,-3.1
131,没林,2022-01-07 01:00,-3.3,,.8,160,60,-9.9,1023.2,1030.8,,,1100,,,-3.5
131,没林,2022-01-07 02:00,-4.1,,.1,0,64,-9.9,1023.3,1030.9,,,1100,,,-3.8
131,没林,2022-01-07 03:00,-5,,.2,0,66,-10.3,1023.6,1031.3,,,757,,40,-4.1
131,没林,2022-01-07 04:00,-5,,.5,290,65,-10.5,1023.4,1031.1,,,736,,40,-4.5
131,没林,2022-01-07 05:00,-5.9,,.1,0,68,-10.8,1023.4,1031.1,,,675,,40,-4.6
131,没林,2022-01-07 06:00,-6.2,,.3,0,68,-11.1,1023.7,1031.4,,,632,,40,-4.9
131,没林,2022-01-07 07:00,-6.5,,.5,320,70,-11,1024,1031.7,,,510,,40,-5.1
131,没林,2022-01-07 08:00,-6.6,,.8,320,73,-10.6,1024.3,1032,0,0,459,,40,-5.1
131,没林,2022-01-07 09:00,-5.1,,.5,320,68,-10,1024.5,1032.2,.8,.01,700,,40,-2.3
131,没林,2022-01-07 10:00,-3.2,,.7,320,63,-9.2,1024.6,1032.2,1,.56,700,,40,.2
131,没林,2022-01-07 11:00,-1.5,,1.2,290,59,-8.4,1024,1031.6,,,610,,40,3.5
131,没林,2022-01-07 12:00,.7,,.9,290,49,-8.8,1023,1030.5,,,679,,40,2.8
131,没林,2022-01-07 13:00,2.2,,1.2,230,37,-11,1022.2,1029.6,1,1.9,900,,40,7.8
131,没林,2022-01-07 14:00,3.3,,1.2,160,29,-13,1021.4,1028.8,1,1.91,1100,,40,8.3
131,没林,2022-01-07 15:00,4.4,,1,200,26,-13.4,1020.8,1028.2,1,1.67,1313,,,7.4
131,没林,2022-01-07 16:00,4.6,,1.4,290,23,-14.8,1020.7,1028,1,1.07,1100,,,3.5
131,没林,2022-01-07 17:00,4.2,,1,290,26,-13.6,1020.6,1028,,,1126,,,-.5
131,没林,2022-01-07 18:00,2.8,,1.1,290,30,-13.1,1020.8,1028.2,,,1100,,,-1
131,没林,2022-01-07 19:00,2.2,,.4,0,32,-12.8,1021.2,1028.6,,,1019,,,-1.5
131,没林,2022-01-07 20:00,1.5,,1,270,28,-15,1021.3,1028.8,,,1716,,,-1.8
131,没林,2022-01-07 21:00,.8,,1.6,290,32,-14,1021.2,1028.7,,,1657,,,-2.1
131,没林,2022-01-07 22:00,-.2,,.9,270,35,-13.8,1021.4,1028.9,,,1500,,,-2.6
131,没林,2022-01-07 23:00,-1.9,,1.1,180,44,-12.5,1021.1,1028.6,,,1213,,,-3
131,没林,2022-01-08 00:00,-2.1,,.8,180,46,-12.1,1020.9,1028.5,,,1051,,,-3.3
131,没林,2022-01-08 01:00,-3.7,,.1,0,52,-12.1,1020.5,1028.1,,,1080,,,-3.6
131,没林,2022-01-08 02:00,-3.8,,.3,0,53,-12,1020.7,1028.3,,,1181,,,-4
131,没林,2022-01-08 03:00,-4,,.1,0,54,-11.9,1020.7,1028.3,,,1172,,,-4
131,没林,2022-01-08 04:00,-5.1,,.2,0,59,-11.8,1020.1,1027.7,,,809,,40,-4.2
131,没林,2022-01-08 05:00,-5.3,,.6,290,59,-12,1019.6,1027.2,,,917,,40,-4.5
131,没林,2022-01-08 06:00,-5.9,,.5,290,61,-12.2,1019.7,1027.3,,,900,,40,-4.8
131,没林,2022-01-08 07:00,-6,,.1,0,61,-12.3,1019.7,1027.4,,,813,,40,-4.9
131,没林,2022-01-08 08:00,-5.9,,.5,290,61,-12.2,1019.8,1027.4,0,0,766,,40,-4.9
131,没林,2022-01-08 09:00,-5,,.2,0,60,-11.5,1019.9,1027.5,.8,.2,765,,40,-1.9
131,没林,2022-01-08 10:00,-2.4,,.5,320,54,-10.4,1019.8,1027.4,1,.81,798,,40,.4
131,没林,2022-01-08 11:00,-.2,,.9,160,49,-9.6,1018.9,1026.4,1,1.38,1042,,40,3.9
131,没林,2022-01-08 12:00,2.5,,.8,230,44,-8.5,1018,1025.4,1,1.7,1035,,,3.6
131,没林,2022-01-08 13:00,4.4,,.6,270,42,-7.4,1016.7,1024,1,1.85,1181,,,8.3
131,没林,2022-01-08 14:00,5.4,,2.1,250,42,-6.5,1015.9,1023.2,1,1.73,1372,,,8.6
131,没林,2022-01-08 15:00,5.6,,1.5,270,46,-5.1,1015.6,1022.9,1,1.35,1574,,,6.1
131,没林,2022-01-08 16:00,5.6,,.4,0,45,-5.4,1015.4,1022.7,.5,.66,1384,,,4
131,没林,2022-01-08 17:00,5.5,,1.5,290,47,-4.9,1015.7,1023,0,.09,1451,,,1.7
131,没林,2022-01-08 18:00,5.3,,1,270,50,-4.3,1015.8,1023.1,0,0,2003,,,.8
131,没林,2022-01-08 19:00,4.9,,1,270,53,-3.8,1016.2,1023.5,,,1345,,,.6
131,没林,2022-01-08 20:00,4.6,,1,230,57,-3.2,1016.2,1023.5,,,1127,,,.5
131,没林,2022-01-08 21:00,4.4,,.9,250,57,-3.3,1016,1023.3,,,1079,,,.4
131,没林,2022-01-08 22:00,4.3,,.9,270,59,-3,1015.7,1023,,,980,,40,.3
131,没林,2022-01-08 23:00,3.4,,1.3,270,63,-2.9,1015.5,1022.8,,,937,,40,-.5
131,没林,2022-01-09 00:00,3,,.8,270,66,-2.7,1015,1022.4,,,890,,40,-.3
131,没林,2022-01-09 01:00,3.1,,.3,0,66,-2.6,1015,1022.4,,,797,,40,-.2
131,没林,2022-01-09 02:00,2.9,,1.2,180,68,-2.4,1014.8,1022.2,,,747,,40,-.2
131,没林,2022-01-09 03:00,2.7,,.6,160,68,-2.6,1014.7,1022.1,,,623,,40,-.3
131,没林,2022-01-09 04:00,2.5,,.9,180,71,-2.2,1014.5,1021.9,,,616,,40,-.3
131,没林,2022-01-09 05:00,2.6,,.2,0,69,-2.5,1014.7,1022.1,,,656,,40,-.2
131,没林,2022-01-09 06:00,2.5,,.4,0,69,-2.6,1015,1022.4,,,651,,40,-.3
131,没林,2022-01-09 07:00,2.3,,.5,230,70,-2.6,1015.2,1022.6,,,624,,40,-.3
131,没林,2022-01-09 08:00,2.5,,.6,50,72,-2,1015.2,1022.6,0,0,274,,40,-.2
131,没林,2022-01-09 09:00,2.7,,.6,140,74,-1.4,1015.3,1022.7,0,.1,159,,40,0
131,没林,2022-01-09 10:00,2.9,,1.5,290,71,-1.8,1015.6,1023,.5,.48,189,,40,1.1
131,没林,2022-01-09 11:00,3.7,,.8,270,66,-2,1015.7,1023,1,1,212,,40,5.3
131,没林,2022-01-09 12:00,4.1,,.9,320,64,-2.1,1015.1,1022.4,.5,1.01,221,,40,6.4
131,没林,2022-01-09 13:00,5.2,,1.3,340,58,-2.4,1014.6,1021.9,.8,1.39,262,,40,10.2
131,没林,2022-01-09 14:00,5.3,,1.5,290,54,-3.2,1014,1021.3,1,1.25,285,,40,8.3
131,没林,2022-01-09 15:00,5.5,,1.5,320,49,-4.3,1013.8,1021.1,1,1.07,317,,40,7
131,没林,2022-01-09 16:00,5.5,,2.1,290,42,-6.4,1014,1021.3,1,.71,439,,40,4
131,没林,2022-01-09 17:00,4.9,,1.3,290,48,-5.2,1014.1,1021.4,.7,.27,342,,40,.4
131,没林,2022-01-09 18:00,3.7,,.5,270,51,-5.5,1014.7,1022,0,0,316,,40,-.5
131,没林,2022-01-09 19:00,2.9,,1.5,290,47,-7.3,1015.1,1022.5,,,416,,40,-.7
131,没林,2022-01-09 20:00,1.8,,.8,50,54,-6.5,1015.6,1023,,,306,,40,-1
131,没林,2022-01-09 21:00,1.7,,.7,290,56,-6.1,1015.8,1023.2,,,311,,40,-1.3
131,没林,2022-01-09 22:00,.8,,.1,0,58,-6.5,1015.8,1023.2,,,332,,40,-1.5
131,没林,2022-01-09 23:00,-.2,,.6,140,63,-6.4,1015.6,1023.1,,,310,,40,-1.8
131,没林,2022-01-10 00:00,-.7,,.8,290,65,-6.4,1015.7,1023.2,,,305,,40,-2
131,没林,2022-01-10 01:00,-1.8,,.5,320,70,-6.5,1015.5,1023,,,235,,40,-2.3
131,没林,2022-01-10 02:00,-1.8,,0,0,71,-6.3,1015.8,1023.3,,,832,,40,-2.5
131,没林,2022-01-10 03:00,-2.3,,0,0,71,-6.8,1016,1023.5,,,262,,40,-2.5
131,没林,2022-01-10 04:00,-3.3,,0,0,76,-6.9,1015.7,1023.2,,,191,,40,-2.8
131,没林,2022-01-10 05:00,-3.5,,.5,290,78,-6.7,1015.9,1023.5,,,178,,40,-3
131,没林,2022-01-10 06:00,-3.3,,0,0,77,-6.7,1015.4,1022.9,,,206,,40,-3
131,没林,2022-01-10 07:00,-4.2,,0,0,80,-7.1,1015.9,1023.5,,,148,,4019,-3.3
131,没林,2022-01-10 08:00,-3.5,,0,0,81,-6.2,1015.7,1023.3,0,0,151,,19,-3
131,没林,2022-01-10 09:00,-2.8,,.3,0,78,-6.1,1015.9,1023.4,0,.1,161,,19,-1.1
131,没林,2022-01-10 10:00,-1.5,,.5,20,77,-5,1016.3,1023.8,0,.39,137,,19,-.2
131,没林,2022-01-10 11:00,.6,,.6,110,72,-3.8,1015.4,1022.8,.7,.98,152,,19,3.2
131,没林,2022-01-10 12:00,2.5,,.9,90,61,-4.2,1014.3,1021.7,1,1.66,186,,4019,4.9
131,没林,2022-01-10 13:00,3.7,,1.1,290,59,-3.5,1012.9,1020.2,1,1.46,195,,40,5.7
131,没林,2022-01-10 14:00,4.5,,1.1,290,48,-5.5,1012.3,1019.6,.7,1.1,233,,40,5.1
131,没林,2022-01-10 15:00,4.9,,1.7,290,34,-9.6,1012.1,1019.4,.2,.77,428,,40,4.5
131,没林,2022-01-10 16:00,5.4,,1.5,270,37,-8.1,1012,1019.3,.2,.5,435,,40,3.5
131,没林,2022-01-10 17:00,4.6,,1.9,290,35,-9.5,1011.6,1018.9,0,.19,646,,40,.8
131,没林,2022-01-10 18:00,4,,1.3,290,39,-8.7,1011.3,1018.6,0,.02,535,,40,-.4
131,没林,2022-01-10 19:00,3.5,,1.1,290,35,-10.5,1011.7,1019,,,827,,40,-.5
131,没林,2022-01-10 20:00,3,,2.1,290,45,-7.8,1011.4,1018.7,,,775,,40,0
131,没林,2022-01-10 21:00,2.7,,1.2,270,48,-7.2,1010.9,1018.2,,,779,,40,-.2
131,没林,2022-01-10 22:00,2.1,,1.9,290,55,-6,1010.9,1018.3,,,904,,40,-.2
131,没林,2022-01-10 23:00,.1,,.3,0,84,-2.2,1011,1018.4,,,79,,401905,-.2
131,没林,2022-01-11 00:00,0,.8,1.1,270,85,-2.2,1010.4,1017.8,,,158,,1905,-.2
131,没林,2022-01-11 01:00,-.3,,.9,270,88,-2,1009.4,1016.8,,,354,,1905,-.2
131,没林,2022-01-11 02:00,0,,2.2,270,87,-1.9,1009.4,1016.8,,,365,,1905,-.2
131,没林,2022-01-11 03:00,-1.4,.1,3,290,71,-5.9,1009.9,1017.3,,,663,,1905,-.3
131,没林,2022-01-11 04:00,-1.8,,2,290,68,-6.9,1009.3,1016.8,,,737,,401905,-.3
131,没林,2022-01-11 05:00,-3.2,,2.7,290,61,-9.6,1009.6,1017.1,,,1485,,40,-.5
131,没林,2022-01-11 06:00,-4.5,0,1.7,270,62,-10.6,1010.4,1017.9,,,1563,,,-.9
